ISIN	Currency	Total Buy Count	Total Sell Count	Total Buy Quantity	Total Sell Quantity	Weighted Average Buy Price	Weighted Average Sell Price	Max Buy Price	Min Sell Price
GB00BJFLFT45	GBX	159	179	382304	364015	28.45902737088809	29.83393541474939	10880000	10860000
DE0007164600	EUR	138	222	4698	35058	1977.4372073222648	271.69262365223346	9290000	9525000
GB00BJDQQ870	GBX	191	153	58390	50424	1483.986984072615	1706.5286371569093	86650000	86050000
GB00BJ00Z303	GBX	40	67	3479	20293	8939.350388042541	1527.6203617010792	31100000	31000000
GB00BHJVQ590	GBX	183	309	427497	591531	21.707754674301807	15.755725397316455	9280000	9320000
GB00BGHVZM47	GBX	167	179	387077	405526	31.41493811308861	29.8871095811366	12160000	12120000
GB00BG382L74	GBX	138	121	391089	364000	24.39342451462455	26.043956043956044	9540000	9480000
GB00B8C3BL03	GBX	977	1238	301937	384956	245.28295637831732	190.77504961606002	74060000	73440000
GB00BG0P0V73	GBX	130	90	543021	384027	22.209085836459362	31.664440260710837	12060000	12160000
GB00BF4HYV08	GBX	169	221	35699	228963	1848.7912826689824	286.5091739713404	66000000	65600000
GB00BD9PXH49	GBX	96	93	232135	255513	45.40461369461735	41.015525628832975	10540000	10480000
GB00B9XQT119	GBX	133	124	199187	182858	75.20571121609342	80.93712060724715	14980000	14800000
GB00B6VTTK07	GBX	143	122	58186	47591	1287.2512288179287	1578.029459351558	74900000	75100000
DE0007037129	EUR	34	0	24072	0	166.16816218012627	0	4000000	0
GB00B6832P16	GBX	24	24	2400	2400	13375.0	13541.666666666666	32100000	32500000
GB00B0P6J834	GBX	24	24	1440	1440	15069.444444444445	15208.333333333334	21700000	21900000
GB00B0KM9T71	GBX	297	141	111154	89030	338.2694280007917	419.52150960350446	37600000	37350000
GB00B0FYMT95	GBX	152	81	54281	59660	704.666457876605	626.8856855514582	38250000	37400000
GB00B0CRWN59	GBX	207	179	131387	117682	198.64979031411022	221.35925630087863	26100000	26050000
GB00B7T77214	GBX	1007	1221	1444804	1640537	18.154711642548055	15.775322348718742	26230000	25880000
GB00B01RDH75	GBX	23	34	2094	2394	22946.513849092647	20091.896407685883	48050000	48100000
GB00B01HM147	GBX	137	152	648621	684125	8.556614725702683	8.083318107071076	5550000	5530000
GB0031429219	GBX	178	204	116007	108079	679.2693544355081	725.3953126879412	78800000	78400000
GB0030474687	GBX	165	157	67216	56522	667.9957153058796	787.3040585966527	44900000	44500000
GB00B63H8491	GBX	2352	2235	6345548	6061152	1.3519714924542372	1.3918146253385495	8579000	8436000
GB0030329360	GBX	151	125	77068	66087	495.66616494524317	571.216729462678	38200000	37750000
GB0009065060	GBX	215	223	40504	44249	2244.2227928105867	2045.2439603154874	90900000	90500000
GB0007689002	GBX	29	0	13461	0	1456.0582423296933	0	19600000	0
CH0012032048	CHF	2292	1931	46649	45051	676.5418336941842	695.3230782890502	31560000	31325000
GB0006674385	GBX	0	3	0	3514	0	9618.668184405236	0	33800000
GB0006449366	GBX	107	112	151550	172816	105.44374793797427	90.26941949819461	15980000	15600000
GB0007188757	GBX	2652	2656	180864	182929	2709.7708775654637	2612.762328553701	490100000	477950000
GB0006111123	GBX	145	167	38155	48716	2303.760974970515	1800.2299039329994	87900000	87700000
GB0005800072	GBX	237	281	115242	134459	491.1403828465316	419.4587197584394	56600000	56400000
GB0003656021	GBX	34	34	680	660	43014.705882352944	44318.181818181816	29250000	29250000
GB0003422184	GBX	209	201	104369	94585	661.1158485757265	727.3880636464555	69000000	68800000
GB0003328555	GBX	24	24	240	240	71875.0	72500.0	17250000	17400000
GB0003292009	GBX	86	158	21934	33685	4996.8086076411055	3235.8616594923556	109600000	109000000
GB0002959582	GBX	171	185	93784	97380	549.1341806704769	528.8560279318135	51500000	51500000
GB0002357613	GBX	124	160	31590	36257	3016.7774612219055	2625.6998648536833	95300000	95200000
ES0173516115	EUR	68	102	544	1666	1746.3235294117646	820.5282112845138	950000	1367000
GB0001738615	GBX	23	0	756	0	679894.1798941799	0	514000000	0
GB0001490001	GBX	315	275	105054	74966	1013.764349762979	1393.965264253128	106500000	104500000
GB0001320778	GBX	74	30	9240	10028	3955.627705627706	3639.808536098923	36550000	36500000
GB0001110096	GBX	15	12	24875	2429	1141.7085427135678	11897.90037052285	28400000	28900000
GB0000055888	GBX	171	163	43620	36590	1879.871618523613	2194.5886854331784	82000000	80300000
GB00B2B0DG97	GBX	933	961	169297	167429	1408.176163783174	1414.9281187846789	238400000	236900000
GB00B24CGK77	GBX	1034	1291	53169	98492	12353.062874983543	6569.061446614954	656800000	647000000
GB00BMV92D64	GBX	223	222	203082	226155	110.79268472833634	98.38385178306913	22500000	22250000
CH1176493729	CHF	394	224	27375	14344	256.43835616438355	469.53430005577246	7020000	6735000
GB00BP92CJ43	GBX	220	192	110609	99531	723.630084351183	796.9376375199687	80040000	79320000
CH1169151003	CHF	374	305	34054	25228	171.78598696188408	228.91231964483907	5850000	5775000
CH1173567111	CHF	243	240	7151	7082	1675.2901692071039	1663.3719288336629	11980000	11780000
CH1175448666	CHF	638	273	28602	11904	459.23362002657154	1094.590053763441	13135000	13030000
GB00BKDRYJ47	GBX	522	483	914777	839517	15.818062762837283	16.962134179534186	14470000	14240000
AU000000BHP4	GBX	290	256	85401	60976	2662.7322865071837	3655.5366045657306	227400000	222900000
GB00BP6MXD84	EUR	68	646	2822	30022	832.7427356484762	93.26493904470055	2350000	2800000
GB00BP6MXD84	GBX	1956	2440	1141076	1167770	196.13066964864743	188.5645289740274	223800000	220200000
GB00BLH3CY60	GBX	202	164	237408	243724	81.04191939614503	78.85969375194892	19240000	19220000
GB00BL9ZF303	GBX	263	139	315648	161595	75.71725466342255	145.73470713821592	23900000	23550000
GB0007099541	GBX	1434	1587	409712	342649	242.85351661655017	288.1082390434526	99500000	98720000
DE000DTR0CK8	EUR	35	34	4158	1156	688.0711880711881	3027.681660899654	2861000	3500000
GB00BM8Q5M07	GBX	807	912	1496156	1655052	8.755771456987105	7.721811761805672	13100000	12780000
BMG702782084	GBX	222	366	480604	924471	23.095937611838437	11.3578468118524	11100000	10500000
GB00BP37WF17	GBX	82	248	88113	228867	310.9643298945672	119.72018683340106	27400000	27400000
GB0008910555	GBX	180	150	67160	60136	949.9702203692674	1047.6253824664095	63800000	63000000
GB00BN44P254	GBX	175	245	149106	174142	102.6115649269647	87.17024037854165	15300000	15180000
GB00BY7QYJ50	GBX	118	73	55921	43664	798.268986606105	1006.7790399413705	44640000	43960000
GB00BNYK8G86	GBX	364	172	316227	115157	135.34581171120746	344.65989909428	42800000	39690000
GB00BL6K5J42	GBX	446	464	57793	59136	3088.6093471527693	2979.572510822511	178500000	176200000
DE000PAH0038	EUR	68	34	30498	9928	207.22670339038626	916.5995165189363	6320000	9100000
GB00BLJNXL82	GBX	1179	1183	67088	65178	6123.30073932745	6245.972567430728	410800000	407100000
GB00BNR5MZ78	GBX	969	957	1579111	1534377	9.749156329099094	9.932369945587036	15395000	15240000
DE000A3E5D64	EUR	68	0	1258	0	2146.2639109697934	0	2700000	0
GB00BKPG0S09	GBX	88	70	124923	117909	119.43357107978515	126.53826255841369	14920000	14920000
GB00BND88V85	GBX	133	118	137718	130348	203.89491569729446	208.05842820756743	28080000	27120000
GB00BNR4T868	GBX	149	144	37843	49590	2158.919747377322	1629.3607582173825	81700000	80800000
LU2182388152	GBX	0	10	0	10	0	22545000.0	0	225450000
GB00BKPG0138	GBX	2	0	3094	0	1984.486102133161	0	6140000	0
GB00BL9YR756	GBX	252	220	163268	122927	328.17208516059486	422.3644927477283	53580000	51920000
GB00BNNTLN49	GBX	288	312	109065	100991	943.4740750928346	1009.9909892960759	102900000	102000000
GB00B0H2K534	GBX	131	154	366289	366670	32.51530895003672	31.690620994354596	11910000	11620000
GB00BMBVGQ36	GBX	278	284	203009	312755	190.3856479269392	121.72467266710365	38650000	38070000
GB00BMVQDZ64	GBX	120	109	20689	24533	4586.978587655276	3790.812375168141	94900000	93000000
GB0006825383	GBX	1278	1086	152854	143773	1220.118544493438	1286.402871192783	186500000	184950000
GB00BNK9TP58	GBX	87	72	259488	209485	35.28101492169195	41.91230875719025	9155000	8780000
GB00BMT9K014	GBX	210	182	173516	166113	124.94525000576316	125.21596744384847	21680000	20800000
FR0000120693	EUR	0	34	0	170	0	126529.41176470589	0	21510000
GB0006776081	GBX	1191	1263	329737	331086	269.5481550447781	266.8188929764472	88880000	88340000
SE0015812219	SEK	42	37	16779	16073	637.7018892663449	666.023766565047	10700000	10705000
GB00BNG2M159	GBX	202	193	309262	213301	82.77770951490969	117.43967445065893	25600000	25050000
ES0105546008	EUR	34	68	3400	6596	30.294117647058822	23.195876288659793	103000	153000
DE000A2TSL71	EUR	0	34	0	1428	0	1365.546218487395	0	1950000
GB00BK9RKT01	GBX	253	281	86500	87995	1093.64161849711	1067.3333712142735	94600000	93920000
DK0061539921	DKK	1	0	5	0	3866800.0	0	19334000	0
IE00BDC5DG00	GBX	98	63	61997	48718	740.3584044389245	918.5516646824582	45900000	44750000
CH1101098163	CHF	296	318	4919	4883	8172.392762756658	8068.810157689944	40200000	39400000
GB00BNC5T391	GBX	140	303	518528	684882	18.40980622068625	13.757114364226247	9546000	9422000
GB00BL6NGV24	GBX	225	181	102198	135040	263.41024286189554	193.2760663507109	26920000	26100000
GB00BMH18Q19	GBX	110	70	45440	41973	990.7570422535211	1058.7758797322088	45020000	44440000
CH0011178255	CHF	4	1	35	1	369142.85714285716	13000000.0	12920000	13000000
CH0493891243	CHF	0	1	0	1	0	718000000.0	0	718000000
CH0239518779	CHF	133	147	4918	5316	1708.0113867425782	1580.135440180587	8400000	8400000
CH0118530366	CHF	218	160	22231	16198	152.93958886239935	206.5069761698975	3400000	3345000
CH0025343259	CHF	159	168	5679	4441	1579.5034337031168	2006.3048862868723	8970000	8910000
CH0453226893	CHF	286	139	90731	18427	19.88295070042213	96.59738427307755	1804000	1780000
CH0386200239	CHF	134	70	5423	2811	1635.6260372487552	3105.6563500533616	8870000	8730000
CH0017875789	CHF	124	182	3596	6980	3487.2080088987764	1787.9656160458453	12540000	12480000
LI0355147575	CHF	187	132	11849	9273	466.7060511435564	592.0414105467486	5530000	5490000
CH0039821084	CHF	44	115	140	507	1442857.142857143	396449.7041420118	202000000	201000000
CH0028422100	CHF	185	151	19943	14764	161.9615905330191	218.775399620699	3230000	3230000
CH0582581713	CHF	335	136	6877	2929	3649.8473171441037	8347.558893820416	25100000	24450000
AT0000KTMI02	CHF	117	122	8168	8457	740.6953966699315	713.01880099326	6050000	6030000
CH0530235594	CHF	230	194	23007	10976	173.425479201982	357.14285714285717	3990000	3920000
CH0011484067	CHF	183	173	1790	1605	26620.111731843575	29252.33644859813	47650000	46950000
CH0011693600	CHF	145	135	1467	1688	28595.773687798228	24792.65402843602	41950000	41850000
CH0256379097	CHF	190	246	68771	93833	9.088133079350307	6.447625035968156	625000	605000
CH0111677362	CHF	154	250	7428	10125	1130.8562197092083	805.925925925926	8400000	8160000
CH0468525222	CHF	282	142	10064	4247	971.7806041335454	2274.5467388744996	9780000	9660000
DK0060534915	DKK	32	0	385	0	189610.3896103896	0	73000000	0
CH0406705126	CHF	209	169	7384	7744	1584.5070422535211	1485.0206611570247	11700000	11500000
CH0012005267	CHF	2396	2717	206793	246740	38.92298095196646	32.32957769311826	8049000	7977000
CH0528751586	CHF	260	228	13232	9892	643.1378476420798	843.1055398301658	8510000	8340000
CH0002178181	CHF	120	260	18177	40475	174.0661275237938	76.88696726374305	3164000	3112000
CH0346177709	CHF	56	56	287500	316233	0.10643478260869565	0.09328564697548959	30600	29500
CH0276534614	CHF	225	243	13312	13955	482.27163461538464	447.86814761734144	6420000	6250000
CH0496451508	CHF	289	203	67335	53269	20.657904507314175	25.699750323828116	1391000	1369000
GG00BGJYPP46	GBX	192	205	426172	525002	22.854622077471067	18.095169161260337	9740000	9500000
FI0009000681	EUR	33	0	1023	0	391.00684261974584	0	400000	0
IE00B5BMR087	USD	337	81	60170	21870	725.5775303307296	1984.5450388660265	43658000	43402000
GB00BMTV7393	GBX	138	93	620277	424601	11.32074863327191	15.774809762577101	7022000	6698000
GB00BN4NDR39	GBX	206	278	567753	833507	18.951903380519347	12.861319700974317	10760000	10720000
JE00BMDZN391	GBX	210	199	273729	269753	54.94485421712716	53.38216813158704	15040000	14400000
GB00BLGZ9862	GBX	950	1331	1066195	1536083	24.873498750228617	17.12798071458378	26520000	26310000
GB00BNKVP754	GBX	205	162	456685	355017	25.181470816865016	32.11113833985415	11500000	11400000
GB0032089863	GBX	1041	1006	41389	39026	15608.011790572375	16260.95423563778	646000000	634600000
NL00150001Q9	EUR	34	0	1156	0	951.5570934256056	0	1100000	0
NL00150001Q9	EUR	34	34	1156	1156	951.5570934256056	1461.9377162629758	1100000	1690000
GB00BN0SMB92	GBX	255	283	322275	401032	73.72585524784733	58.74842905304315	23760000	23560000
GB00BLDRH360	GBX	310	244	210824	176662	279.14279209198196	327.46148011456904	58850000	57850000
GB0007873697	GBX	214	292	82231	118845	616.5558001240408	426.60608355420925	50700000	50700000
GB0008711763	GBX	89	74	121130	112494	141.00553124742012	148.98572368304087	17080000	16760000
GB0003435012	GBX	0	34	0	1836	0	24509.803921568626	0	45000000
CH0038863350	CHF	2656	2184	204652	152749	56.427496432969136	75.16906820993918	11548000	11482000
GB0006667470	GBX	34	34	1360	1111	49117.64705882353	60306.03060306031	66800000	67000000
GG00BJL5FH87	GBX	154	275	721877	1136927	18.091724767515796	11.346374921169081	13060000	12900000
GB00BZCNLL95	GBX	148	162	171230	290593	103.72014249839397	61.11640679575902	17760000	17760000
GB00BN7CG237	GBX	55	4	29786	349	1847.1765258846438	154957.0200573066	55020000	54080000
GB00BFXYH242	GBX	198	205	197177	96600	83.17400102446025	168.73706004140786	16400000	16300000
GB0006436108	GBX	196	174	27167	24731	5418.338425295395	5911.608911891957	147200000	146200000
GB0006650450	GBX	138	136	16909	12908	12951.682535927612	16733.808490858384	219000000	216000000
GB0007388407	GBX	195	177	42423	33533	2503.359026942932	3095.458205349954	106200000	103800000
GB00BY2Z0H74	GBX	448	214	133946	205825	177.31025935824886	109.0732418316531	23750000	22450000
GB0000385517	GBX	91	117	28713	31135	3409.605405217149	3154.006744820941	97900000	98200000
GB00BDR05C01	GBX	1001	916	455059	345936	251.50584869214762	327.51722862032284	114450000	113300000
GB00BJ0LT190	GBX	156	164	145387	124117	278.22294978230514	320.66517882320716	40450000	39800000
GB00BWXC7Y93	GBX	291	202	371770	158923	74.64292438873497	174.29824506207407	27750000	27700000
DE0008430026	EUR	0	68	0	3162	0	8444.022770398482	0	26700000
GB00B1CRLC47	GBX	1179	1015	202234	168234	847.5330557670817	918.3637076928563	171400000	154500000
GB00BMXWN182	GBX	70	149	221310	338328	49.523293118250415	32.21725662670544	10960000	10900000
GB00BMX64W89	GBX	99	165	198376	201597	91.99701576803646	89.28704296194884	18250000	18000000
DE000ENER6Y0	EUR	68	68	11254	2244	142.17167229429535	779.8573975044563	1600000	1750000
NL0012044747	EUR	68	0	1564	0	4443.734015345269	0	6950000	0
GB00BMTS0Z37	GBX	117	175	73903	83510	555.4578298580572	492.7553586396839	41050000	41150000
GB00BYX7JT74	GBX	178	245	348377	953013	38.23444142408942	13.661933257993333	13320000	13020000
GB00BDFGHW41	GBX	177	152	271014	208945	71.80440862833655	91.89021034243461	19460000	19200000
LU2197908721	EUR	6	7	432	504	31078.703703703704	27170.634920634922	13426000	13694000
GB00BK7YQK64	GBX	118	193	1419729	2064744	1.8623272469605114	1.2582673687391754	2644000	2598000
GB0005758098	GBX	774	946	298497	378217	265.46330448882236	209.35071665208068	79240000	79180000
GB00BHSRZC82	GBX	194	358	270756	478008	75.71392693052047	42.46790848688725	20500000	20300000
GB00BJHPLV88	GBX	238	223	193120	175412	112.15824357912179	121.31439126171527	21660000	21280000
GG00BFYT9H72	GBX	112	251	324429	1080721	35.631833159181205	10.641044265818838	11560000	11500000
SG9999003735	GBX	90	102	9396	9844	24372.073222647934	22602.60056887444	229000000	222500000
GB00B45C9X44	GBX	102	99	90592	87680	370.89367714588485	376.9388686131387	33600000	33050000
NL0012015705	GBX	140	110	24534	18102	6131.083394472977	8136.117556071153	150420000	147280000
GB00BFZNLB60	GBX	138	110	118278	75934	279.3418894468963	430.3737456211974	33040000	32680000
GB0031274896	GBX	310	362	658148	691790	20.846374979487898	19.5290478324347	13720000	13510000
NO0003054108	NOK	29	0	1450	0	14137.931034482759	0	20500000	0
ES0124244E34	EUR	0	136	0	10540	0	18.500948766603415	0	195000
GB00BKY40Q38	GBX	12	0	2633	0	6137.485757690847	0	16160000	0
SE0012853455	SEK	0	5	0	80	0	335750.0	0	26860000
GB0031232498	GBX	184	167	74195	86214	644.9221645663455	545.7350314334099	47850000	47050000
GB00BKDTK925	GBX	92	54	57380	43556	662.7744858835831	859.8126549729085	38030000	37450000
GB00BJVQC708	GBX	125	71	132940	135764	106.4389950353543	103.34109189475855	14150000	14030000
IE00B010DT83	GBX	58	101	104306	92127	187.81278162330068	210.5788748141153	19590000	19400000
FR0000121014	EUR	68	0	340	0	183823.5294117647	0	62500000	0
GB00BYQ46T41	GBX	286	336	1458298	3145684	10.354536589915092	4.762080361536633	15100000	14980000
GB00BKLXD974	GBX	100	131	149196	166717	98.26000697069627	87.93344409988184	14660000	14660000
GB00BKFB1C65	GBX	700	900	804588	975462	27.753334625920346	22.420145531040678	22330000	21870000
FR0000120321	EUR	0	34	0	238	0	195378.1512605042	0	46500000
CH0013841017	CHF	1235	1092	15879	12162	3656.401536620694	4688.3736227594145	58060000	57020000
GB00B0SWJX34	GBX	1201	1351	38292	48971	21450.955813224693	16421.964019521758	821400000	804200000
LU1834988278	EUR	13	21	2522	4074	2108.524980174465	1287.481590574374	5317700	5245200
GB0008706128	GBX	2392	2732	11648061	21086134	0.3944862582707972	0.21592388628470255	4595000	4553000
FR0007054358	EUR	34	34	173400	173400	22.047289504036907	22.228950403690888	3823000	3854500
FR0010261198	EUR	3	0	195	0	77651.28205128205	0	15142000	0
FR0010468983	EUR	34	34	210800	210800	14.843453510436433	14.860056925996204	3129000	3132500
LU0252634307	EUR	34	32	17000	16000	598.4705882352941	629.25	10174000	10068000
FR0010342592	EUR	6	8	90	120	724444.4444444445	535250.0	65200000	64230000
GB0005603997	GBX	1221	1107	1214024	1052870	23.36856602505387	26.755439892864267	28370000	28170000
GB00BYW0PQ60	GBX	1154	1143	355274	361519	205.02485405630583	198.77240200376744	72840000	71860000
IE00BJ34P519	EUR	0	33	0	39204	0	3.6730945821854912	0	144000
CH0025238863	CHF	310	310	7777	16413	3174.746046033175	1477.4873575824042	24690000	24250000
NL0000009082	EUR	30	0	7620	0	35.43307086614173	0	270000	0
NL0013654783	EUR	0	102	0	2006	0	3489.531405782652	0	7000000
GB00BDD85M81	GBX	1002	663	421617	266672	161.66331054013477	253.71992560148797	68160000	67660000
GB0033195214	GBX	865	880	860883	924601	29.1561106445359	26.61688663542436	25100000	24610000
FR0000121485	EUR	0	68	0	340	0	213529.41176470587	0	72600000
GB00BH3VJ782	GBX	20	17	2759	8927	8880.028996013049	2690.7135655875436	24500000	24020000
GB00BZ0D6727	GBX	173	170	31622	19916	4607.5517045095185	7230.367543683471	145700000	144000000
GG00B1Z5FH87	GBX	61	65	13011	6482	11259.70332795327	22523.912372724466	146500000	146000000
GB0006640972	GBX	199	140	11327	8780	33680.58620994085	42539.86332574032	381500000	373500000
FI0009004824	EUR	0	33	0	363	0	3526.1707988980716	0	1280000
JE00BJ1DLW90	GBX	356	486	474869	343857	52.64609818707896	71.62861305717202	25000000	24630000
GB00BJTRSD38	GBX	88	50	22010	36548	1067.6965015901862	641.6219765787457	23500000	23450000
CH0466642201	CHF	268	311	14427	14462	788.1056352672073	781.3580417646245	11370000	11300000
JE00BJVNSS43	GBX	332	351	25574	23978	40490.34175334324	42810.075902911005	1035500000	1026500000
GB00BJ1F4N75	GBX	121	137	128705	108063	240.23930694223225	280.02183911236966	30920000	30260000
GB00BJFFLV09	GBX	1100	1086	36403	35924	20036.810153009366	20131.388486805477	729400000	723200000
DE000KSAG888	EUR	102	0	3400	0	516.4705882352941	0	1756000	0
GB00BGJWTR88	GBX	160	250	41544	54024	3466.204506065858	2641.4186287575894	144000000	142700000
GB00BG0TPX62	GBX	61	77	496031	147349	7.176970794164075	23.75313032324617	3560000	3500000
CH0102484968	CHF	349	474	41721	55337	125.35653507825795	93.64439705802627	5230000	5182000
GB00BGBN7C04	GBX	196	262	212345	296669	117.21490969883915	83.62855573046055	24890000	24810000
CH0432492467	CHF	1000	1288	67804	88169	97.48687393074155	73.44985198879425	6610000	6476000
GB00BG11K365	GBX	270	191	109990	98767	516.4105827802528	570.5346927617524	56800000	56350000
GB00BJLP1Y77	GBX	331	330	1908717	1334100	9.398983715239085	13.357319541263774	17940000	17820000
GB00BZ4BQC70	GBX	220	260	35971	36254	6188.318367573879	6032.4377999669005	222600000	218700000
GB00B5N0P849	GBX	224	108	540036	239636	29.479516180402786	65.140463035604	15920000	15610000
GB00BHJYC057	GBX	1287	880	70475	50115	7140.120610145442	9959.094083607702	503200000	499100000
LU0274211480	EUR	34	34	13600	13600	966.1764705882352	960.5882352941177	13140000	13064000
LI0315487269	CHF	161	166	8411	7606	1065.2716680537392	1146.463318432816	8960000	8720000
GB00B019KW72	GBX	747	770	907574	823081	24.394705004770962	26.76528798502213	22140000	22030000
GB0033986497	GBX	196	284	922494	1083763	8.058588998952839	6.757935083593	7434000	7324000
ES0183746314	EUR	34	34	170	170	36705.882352941175	49058.82352941176	6240000	8340000
SE0008091904	SEK	20	0	78000	0	77.6923076923077	0	6060000	0
CA0679011084	EUR	63	34	1364	442	1158.357771260997	3981.9004524886877	1580000	1760000
GB00BGXQNP29	GBX	852	888	323679	319140	209.466786538515	210.69123268784858	67800000	67240000
US01609W1027	EUR	286	300	25850	27200	357.2533849129594	327.94117647058823	9235000	8920000
IT0000072618	EUR	34	0	12954	0	12.775976532345222	0	165500	0
GB0031638363	GBX	1353	1137	78683	64546	5391.25351092358	6491.494438075171	424200000	419000000
CH0009691608	CHF	169	143	2951	3490	7505.9301931548625	6332.378223495702	22150000	22100000
CH0315966322	CHF	123	225	2194	4197	11759.343664539654	6063.8551346199665	25800000	25450000
ES0177542018	GBX	1709	1963	4937403	6948819	2.413009430261212	1.6917982753616119	11914000	11756000
ES0177542018	EUR	68	0	21590	0	6.021306160259379	0	130000	0
GB00BD8DR117	GBX	122	99	111789	74804	359.606043528433	535.2654938238597	40200000	40040000
NL0011821202	EUR	63	34	6269	5746	149.94416972403891	173.16394013226594	940000	995000
GB0005774855	GBX	248	226	120179	109347	516.7292122583813	567.9168152761392	62100000	62100000
DE0006231004	EUR	68	162	40766	23694	60.19722317617622	126.19228496665822	2454000	2990000
ES0118594417	EUR	0	34	0	408	0	2242.6470588235293	0	915000
ES0148396007	EUR	68	68	6460	374	340.55727554179566	8395.72192513369	2200000	3140000
GB00BD8HBD32	GBX	166	177	692661	704119	12.430323058465829	12.114429521146283	8610000	8530000
IE00B53SZB19	EUR	58	55	5800	5500	12735.51724137931	13309.09090909091	73866000	73200000
IE00B5BMR087	EUR	105	67	21470	20100	1984.163949697252	2093.134328358209	42600000	42072000
GB0004544929	GBX	1334	1309	192549	192161	984.9440921531663	976.2646947091241	189650000	187600000
LU0252633754	EUR	33	33	13200	8945	972.5757575757576	1426.495248742314	12838000	12760000
FR0010468983	EUR	34	34	210800	210800	14.817362428842504	14.89089184060721	3123500	3139000
GB00BGLP8L22	GBX	391	239	69069	63624	1866.2496923366489	2014.9629070790897	128900000	128200000
IE00BKM4GZ66	EUR	44	48	72813	73832	40.23320011536401	39.32576660526601	2929500	2903500
IE00BKM4GZ66	GBX	57	57	53668	53389	4615.413281657598	4613.309857835884	247700000	246300000
IE0032077012	EUR	68	68	20400	20400	1574.6078431372548	1550.7843137254902	32122000	31636000
GB00BLWDVR75	GBX	185	215	347869	404090	28.51648177906051	24.252023064168874	9920000	9800000
IE0008471009	EUR	34	34	173400	173400	22.01845444059977	22.14532871972318	3818000	3840000
ES0144580Y14	EUR	70	0	630	0	1710.3174603174602	0	1077500	0
ES0137650018	EUR	34	34	238	170	6974.789915966387	14352.941176470587	1660000	2440000
GB00BYYW3C20	GBX	115	164	140404	111677	212.2446653941483	265.0500998415072	29800000	29600000
BMG4209G2077	GBX	198	183	222210	299616	110.03105170784393	79.93565096657055	24450000	23950000
GB0005405286	GBX	1817	2052	2193411	2030972	25.266582505513103	27.05108686875053	55420000	54940000
GB00B1V9NW54	GBX	113	171	21029	27903	5050.16881449427	3784.5392968498013	106200000	105600000
CH0012214059	CHF	1621	1580	168115	142319	27.261101032031647	31.97745908838595	4583000	4551000
IE00B42Z5J44	EUR	14	4	2338	668	2567.579127459367	9065.868263473054	6003000	6056000
IE00B1XNH568	EUR	61	37	600894	583566	2.3072288956122047	2.375395413714987	1386400	1386200
GB00B0LCW083	GBX	981	940	157966	146279	992.6186647759645	1051.4154458261269	156800000	153800000
IE0031442068	EUR	46	12	142600	37200	28.94670406732118	110.02688172043011	4127800	4093000
IE00B3ZW0K18	EUR	56	37	6160	4070	1462.1753246753246	2240.2948402948405	9007000	9118000
IE00B441G979	EUR	27	30	3888	4320	1790.8950617283951	1608.7962962962963	6963000	6950000
